,movie,size,mean_ratings,weighted_rating,genre 1,genre 2,genre 3,genre 4,genre 5,genre 6
1524,Rising Sun (1993),382,3.175392670157068,18.879045021570093,Action,Drama,Mystery,,,
1525,Risky Business (1983),852,3.6396713615023475,24.55899744095975,Comedy,,,,,
1526,"River Runs Through It, A (1992)",623,3.756019261637239,24.16828066446652,Drama,,,,,
1527,"River Wild, The (1994)",350,3.2457142857142856,19.013177324266312,Action,Thriller,,,,
1528,Road Trip (2000),419,3.2673031026252985,19.727554389912665,Comedy,,,,,
1529,"Road to El Dorado, The (2000)",168,3.011904761904762,15.432891509393148,Animation,Children's,,,,
1530,"Road to Wellville, The (1994)",149,2.4563758389261743,12.291572805208308,Comedy,,,,,
1531,Rob Roy (1995),554,3.588447653429603,22.668814796486643,Drama,Romance,War,,,
1532,Robert A. Heinlein's The Puppet Masters (1994),179,2.8715083798882683,14.895621811185185,Horror,Sci-Fi,,,,
1533,Robin Hood (1973),343,3.7434402332361514,21.853195026708647,Animation,Children's,,,,
1534,Robin Hood: Men in Tights (1993),374,2.93048128342246,17.36092073253029,Comedy,,,,,
1535,Robin Hood: Prince of Thieves (1991),344,3.1627906976744184,18.47272710239028,Drama,,,,,
1536,Robocop (1987),1229,3.451586655817738,24.554435977851195,Action,Crime,Sci-Fi,,,
1537,Robocop 2 (1990),493,2.3813387423935093,14.765512718714236,Action,Crime,Sci-Fi,,,
1538,Robocop 3 (1993),202,1.9405940594059405,10.30119275931323,Sci-Fi,Thriller,,,,
1539,"Rock, The (1996)",1340,3.723134328358209,26.80814909768835,Action,Adventure,Thriller,,,
1540,"Rocketeer, The (1991)",736,3.108695652173913,20.521215369091944,Action,Adventure,Sci-Fi,,,
1541,Rocky (1976),1129,3.9433126660761735,27.717890022669877,Action,Drama,,,,
1542,"Rocky Horror Picture Show, The (1975)",1233,3.291159772911598,23.423860447559537,Comedy,Horror,Musical,Sci-Fi,,
1543,Rocky II (1979),445,3.1775280898876406,19.376802325804636,Action,Drama,,,,
1544,Rocky III (1982),401,2.8753117206982544,17.234507545347817,Action,Drama,,,,
1545,Rocky IV (1985),375,2.6453333333333333,15.678694980700392,Action,Drama,,,,
1546,Rocky V (1990),274,2.102189781021898,11.799860544815798,Action,Drama,,,,
1547,Roger & Me (1989),798,4.0739348370927315,27.22247500038763,Comedy,Documentary,,,,
1548,Roman Holiday (1953),425,4.216470588235294,25.51845597814719,Comedy,Romance,,,,
1549,Romancing the Stone (1984),1345,3.6892193308550185,26.577686830544483,Action,Adventure,Comedy,Romance,,
1550,Romeo Is Bleeding (1993),117,3.3675213675213675,16.03672248128475,Crime,Thriller,,,,
1551,Romeo Must Die (2000),331,3.1419939577039275,18.23022087731766,Action,Romance,,,,
1552,Romeo and Juliet (1968),356,3.9157303370786516,23.00464449103295,Drama,Romance,,,,
1553,Romy and Michele's High School Reunion (1997),755,3.0463576158940397,20.187352083804978,Comedy,,,,,
1554,Ronin (1998),806,3.5272952853598016,23.604955434176606,Action,Crime,Thriller,,,
1555,"Room with a View, A (1986)",560,3.9964285714285714,25.289147360689174,Drama,Romance,,,,
1556,Rope (1948),191,3.8952879581151834,20.45911743699839,Thriller,,,,,
1557,Rosemary's Baby (1968),712,3.818820224719101,25.082308765630845,Horror,Thriller,,,,
1558,Rosencrantz and Guildenstern Are Dead (1990),325,3.9846153846153847,23.046318803436954,Comedy,Drama,,,,
1559,Rosewood (1997),126,3.492063492063492,16.888603484592462,Drama,,,,,
1560,Rounders (1998),345,3.608695652173913,21.087573331026213,Crime,Drama,,,,
1561,Ruby in Paradise (1993),117,3.658119658119658,17.420602086268715,Drama,,,,,
1562,Rudy (1993),476,3.615546218487395,22.291353208261082,Drama,,,,,
1563,"Rugrats Movie, The (1998)",141,2.780141843971631,13.75825444700881,Animation,Children's,Comedy,,,
1564,Rules of Engagement (2000),420,3.3476190476190477,20.22047172394296,Drama,Thriller,,,,
1565,Rumble in the Bronx (1995),570,3.443859649122807,21.853481011064094,Action,Adventure,Crime,,,
1566,Run Lola Run (Lola rennt) (1998),1072,4.224813432835821,29.477711936796318,Action,Crime,Romance,,,
1567,"Run Silent, Run Deep (1958)",220,4.0,21.574510185409448,War,,,,,
1568,Runaway (1984),135,2.9407407407407407,14.4251413854819,Sci-Fi,Thriller,,,,
1569,Runaway Bride (1999),650,3.12,20.208153772215812,Comedy,Romance,,,,
1570,Runaway Train (1985),201,3.4228855721393034,18.152605854450965,Action,Adventure,Drama,Thriller,,
1571,"Running Man, The (1987)",730,3.1986301369863015,21.08871094140081,Action,Adventure,Sci-Fi,,,
1572,Running Scared (1986),259,3.382239382239382,18.794522710613105,Action,Comedy,,,,
1573,Rush Hour (1998),627,3.5661881977671452,22.969627535654244,Action,Thriller,,,,
1574,Rushmore (1998),1220,3.8409836065573773,27.29635767327061,Comedy,,,,,
1575,Ruthless People (1986),475,3.4610526315789474,21.33155692175358,Comedy,,,,,
1576,SLC Punk! (1998),139,3.618705035971223,17.856405671688762,Comedy,Drama,,,,
1577,Sabrina (1954),365,3.9643835616438357,23.389456083928398,Comedy,Romance,,,,
1578,Sabrina (1995),458,3.410480349344978,20.895566955428727,Comedy,Romance,,,,
1579,Safe (1995),100,3.75,17.269388197455346,Thriller,,,,,
1580,"Saint, The (1997)",563,3.197158081705151,20.248496146805405,Action,Romance,Thriller,,,
1581,Santa Claus: The Movie (1985),223,2.6681614349775784,14.427207192909286,Adventure,Children's,Fantasy,,,
1582,"Santa Clause, The (1994)",641,3.1918876755070205,20.62926406998392,Children's,Comedy,Fantasy,,,
1583,Saturn 3 (1979),133,2.443609022556391,11.950101253173457,Adventure,Sci-Fi,Thriller,,,
1584,Saving Grace (2000),186,3.7204301075268815,19.442025259191052,Comedy,,,,,
1585,Saving Private Ryan (1998),2653,4.337353938937053,34.19329709651827,Action,Drama,War,,,
1586,Say Anything... (1989),914,4.017505470459518,27.39067161748319,Comedy,Drama,Romance,,,
1587,Scary Movie (2000),613,3.0114192495921697,19.32838771898572,Comedy,Horror,,,,
1588,Scent of a Woman (1992),555,3.7135135135135133,23.465573481858378,Drama,,,,,
1589,Schindler's List (1993),2304,4.510416666666667,34.921459119231606,Drama,War,,,,
1590,Scream (1996),886,3.5756207674943568,24.2667260716895,Horror,Thriller,,,,
1591,Scream 2 (1997),455,2.975824175824176,18.212929022548543,Horror,Thriller,,,,
1592,Scream 3 (2000),577,2.733102253032929,17.37663302302127,Horror,Mystery,Thriller,,,
1593,Screamers (1995),178,2.853932584269663,14.788460918811118,Sci-Fi,Thriller,,,,
1594,Scrooged (1988),516,3.4786821705426356,21.728220240386445,Comedy,,,,,
1595,"Searchers, The (1956)",245,4.085714285714285,22.4765692602256,Western,,,,,
1596,Searching for Bobby Fischer (1993),720,3.977777777777778,26.17079926555129,Drama,,,,,
1597,"Secret Garden, The (1993)",338,3.769230769230769,21.94840375989753,Children's,Drama,,,,
1598,"Secret of NIMH, The (1982)",369,3.850948509485095,22.76217352623737,Animation,Children's,,,,
1599,"Secret of Roan Inish, The (1994)",300,3.85,21.959562527426375,Drama,,,,,
1600,Secrets & Lies (1996),474,4.037974683544304,24.878799185072527,Drama,,,,,
1601,Selena (1997),162,3.067901234567901,15.608243077842559,Drama,Musical,,,,
1602,Sense and Sensibility (1995),835,4.027544910179641,27.095033402004102,Drama,Romance,,,,
1603,Serial Mom (1994),389,3.0488431876606685,18.18201825586498,Comedy,Crime,Horror,,,
1604,Serpico (1973),495,3.981818181818182,24.70542090913715,Crime,Drama,,,,
1605,Seven (Se7en) (1995),1137,4.106420404573439,28.89338374434587,Crime,Thriller,,,,
1606,Seven Days in May (1964),165,4.254545454545455,21.723477107140653,Thriller,,,,,
1607,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),628,4.560509554140127,29.381265982109745,Action,Drama,,,,
1608,Seven Years in Tibet (1997),362,3.4281767955801103,20.197597974794977,Drama,War,,,,
1609,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",299,4.230769230769231,24.11726127203752,Drama,,,,,
1610,"Seventh Sign, The (1988)",175,3.1028571428571428,16.02559305051696,Thriller,,,,,
1611,"Sex, Lies, and Videotape (1989)",562,3.613879003558719,22.881281596323998,Drama,,,,,
1612,Sgt. Bilko (1996),140,2.5428571428571427,12.565890731777943,Comedy,,,,,
1613,Shadow of a Doubt (1943),233,4.2703862660944205,23.278039748059534,Film-Noir,Thriller,,,,
1614,"Shadow, The (1994)",203,2.7339901477832513,14.526252799843311,Action,,,,,
1615,Shadowlands (1993),286,3.835664335664336,21.69448607157125,Drama,Romance,,,,
1616,Shaft (1971),222,3.4144144144144146,18.44697952909544,Action,Crime,,,,
1617,Shaft (2000),421,3.2422802850356294,19.591909306357362,Action,Crime,,,,
1618,"Shaggy D.A., The (1976)",113,2.9734513274336285,14.056657584843775,Children's,Comedy,,,,
1619,"Shaggy Dog, The (1959)",156,3.217948717948718,16.25017766435428,Children's,Comedy,,,,
1620,Shakespeare in Love (1998),2369,4.127479949345715,32.0714404771062,Comedy,Romance,,,,
1621,Shall We Dance? (1937),175,4.1657142857142855,21.515022714229953,Comedy,Musical,Romance,,,
1622,Shall We Dance? (Shall We Dansu?) (1996),350,4.137142857142857,24.235106307691566,Comedy,,,,,
1623,Shallow Grave (1994),273,3.8937728937728937,21.84200922447477,Thriller,,,,,
1624,Shampoo (1975),273,3.238095238095238,18.164003908217964,Comedy,Romance,,,,
1625,Shane (1953),305,3.839344262295082,21.962246198056654,Drama,Western,,,,
1626,Shanghai Noon (2000),791,3.6548672566371683,24.390018236177358,Action,,,,,
1627,"Shawshank Redemption, The (1994)",2227,4.554557700942973,35.108401166588,Drama,,,,,
1628,She's All That (1999),410,3.051219512195122,18.356616114104003,Comedy,Romance,,,,
1629,She's Gotta Have It (1986),210,3.4,18.18016560443939,Comedy,Romance,,,,
1630,She's the One (1996),233,2.9785407725321886,16.23614028658625,Comedy,Romance,,,,
1631,She-Devil (1989),157,1.9363057324840764,9.790437737744494,Comedy,,,,,
1632,Shine (1996),548,3.8065693430656933,24.005274176229126,Drama,Romance,,,,
1633,"Shining, The (1980)",1087,4.104875804967802,28.697912852193966,Horror,,,,,
1634,"Shop Around the Corner, The (1940)",206,4.038834951456311,21.5184124875385,Comedy,Romance,,,,
1635,Short Cuts (1993),301,3.8172757475083055,21.785613601981588,Drama,,,,,
1636,Showgirls (1995),217,2.0506912442396312,11.032508397813384,Drama,,,,,
1637,Sid and Nancy (1986),304,3.5526315789473686,20.310493149732633,Drama,,,,,
1638,"Siege, The (1998)",386,3.1243523316062176,18.608134371954886,Action,Thriller,,,,
1639,"Silence of the Lambs, The (1991)",2578,4.3518231186966645,34.18256612477765,Drama,Thriller,,,,
1640,Simon Birch (1998),202,3.608910891089109,19.157065105967717,Drama,,,,,
1641,"Simple Plan, A (1998)",745,3.751677852348993,24.81128710116895,Crime,Thriller,,,,
1642,Simply Irresistible (1999),115,2.739130434782609,12.996988003777599,Comedy,Romance,,,,
1643,Sinbad and the Eye of the Tiger (1977),106,3.2735849056603774,15.266163826951766,Action,Adventure,,,,
1644,Singin' in the Rain (1952),751,4.2836218375499335,28.3635978451734,Musical,Romance,,,,
1645,Single White Female (1992),438,3.1073059360730593,18.899314924708545,Action,,,,,
1646,Singles (1992),429,3.4825174825174825,21.109129689693372,Comedy,Drama,Romance,,,
1647,Sirens (1994),207,3.077294685990338,16.410347204396327,Comedy,Drama,,,,
1648,Sister Act (1992),666,3.1681681681681684,20.59717898624658,Comedy,Crime,,,,
1649,Sister Act 2: Back in the Habit (1993),202,2.5396039603960396,13.480897667162466,Comedy,,,,,
1650,Six Days Seven Nights (1998),471,2.910828025477707,17.91573343290129,Adventure,Comedy,Romance,,,
1651,Six Degrees of Separation (1993),315,3.8222222222222224,21.987610975066865,Drama,,,,,
1652,Sixteen Candles (1984),719,3.710709318497914,24.40853143588283,Comedy,,,,,
1653,"Sixth Sense, The (1999)",2459,4.406262708418057,34.4019403446167,Thriller,,,,,
1654,"Skulls, The (2000)",302,2.728476821192053,15.580767756016202,Thriller,,,,,
1655,Sleeper (1973),744,3.9798387096774195,26.31485686040428,Comedy,Sci-Fi,,,,
1656,Sleepers (1996),374,3.550802139037433,21.035860157664434,Crime,Drama,,,,
1657,Sleeping Beauty (1959),511,3.710371819960861,23.139249986352688,Animation,Children's,Musical,,,
1658,Sleepless in Seattle (1993),986,3.760649087221095,25.9246224775523,Comedy,Romance,,,,
1659,Sleepwalkers (1992),113,2.3893805309734515,11.295528416392319,Horror,,,,,
1660,Sleepy Hollow (1999),1066,3.516885553470919,24.518560599546888,Horror,Romance,,,,
1661,Sliding Doors (1998),464,3.790948275862069,23.275984757254275,Drama,Romance,,,,
1662,Sling Blade (1996),1177,4.208156329651657,29.754712407187892,Drama,Thriller,,,,
1663,Sliver (1993),169,2.2189349112426036,11.382911349681375,Thriller,,,,,
1664,"Slums of Beverly Hills, The (1998)",267,3.3146067415730336,18.519532069978354,Comedy,,,,,
1665,Small Soldiers (1998),364,2.8104395604395602,16.573594523605454,Animation,Children's,Fantasy,War,,
1666,Small Time Crooks (2000),369,3.3712737127371275,19.926913347388663,Comedy,,,,,
1667,Smilla's Sense of Snow (1997),265,3.279245283018868,18.297302712385008,Action,Drama,Thriller,,,
1668,Smoke (1995),213,3.755868544600939,20.136308603603474,Drama,,,,,
1669,Smoke Signals (1998),372,3.8091397849462365,22.545894063185614,Comedy,Drama,,,,
1670,Snake Eyes (1998),495,2.7454545454545456,17.034331311779496,Action,Crime,Mystery,Thriller,,
1671,Sneakers (1992),1091,3.7277726856095326,26.075210717124747,Crime,Drama,Sci-Fi,,,
1672,Snow Day (2000),122,2.2131147540983607,10.631849853098192,Comedy,,,,,
1673,Snow Falling on Cedars (1999),398,3.4120603015075375,20.42613523411122,Drama,,,,,
1674,Snow White and the Seven Dwarfs (1937),763,3.8453473132372213,25.522562337861856,Animation,Children's,Musical,,,
1675,So I Married an Axe Murderer (1993),682,3.3841642228739004,22.081771921264973,Comedy,Romance,Thriller,,,
1676,Soapdish (1991),365,3.23013698630137,19.057476657188378,Comedy,,,,,
1677,Solaris (Solyaris) (1972),143,3.4545454545454546,17.14437235907968,Drama,Sci-Fi,,,,
1678,Soldier (1998),290,2.9310344827586206,16.618616498391177,Action,Adventure,Sci-Fi,Thriller,War,
1679,"Soldier's Story, A (1984)",164,3.7378048780487805,19.0623056113185,Drama,,,,,
1680,Solo (1996),106,2.1132075471698113,9.854814689444368,Action,Sci-Fi,Thriller,,,
1681,Some Folks Call It a Sling Blade (1993),306,4.245098039215686,24.297179893582165,Drama,Thriller,,,,
1682,Some Kind of Wonderful (1987),230,3.591304347826087,19.529797865958955,Drama,Romance,,,,
1683,Some Like It Hot (1959),832,4.300480769230769,28.915712107281593,Comedy,Crime,,,,
1684,Someone to Watch Over Me (1987),141,3.1347517730496453,15.51313384075993,Action,Crime,Thriller,,,
1685,Something Wicked This Way Comes (1983),213,3.488262910798122,18.701596615596728,Children's,Horror,,,,
1686,Something to Talk About (1995),164,2.841463414634146,14.491083874183394,Comedy,Drama,Romance,,,
1687,Somewhere in Time (1980),285,3.585964912280702,20.26962786748969,Drama,Romance,,,,
1688,Sommersby (1993),291,3.2577319587628866,18.482166519857646,Drama,Mystery,Romance,,,
1689,Son in Law (1993),206,2.674757281553398,14.250775577684754,Comedy,,,,,
1690,Song of the South (1946),221,3.6018099547511313,19.4431561556929,Adventure,Animation,Children's,Musical,,
1691,Sophie's Choice (1982),344,3.9767441860465116,23.22673775374072,Drama,,,,,
1692,Soul Man (1986),193,2.4093264248704664,12.679538538035088,Comedy,,,,,
1693,"Sound of Music, The (1965)",882,3.931972789115646,26.667394614775002,Musical,,,,,
1694,South Pacific (1958),280,3.6142857142857143,20.365739565740288,Musical,Romance,War,,,
1695,"South Park: Bigger, Longer and Uncut (1999)",1269,3.760441292356186,26.872055066929125,Animation,Comedy,,,,
1696,Soylent Green (1973),422,3.518957345971564,21.27211585626417,Sci-Fi,Thriller,,,,
1697,Space Cowboys (2000),478,3.3828451882845187,20.870837979997248,Action,Sci-Fi,,,,
1698,Space Jam (1996),563,2.619893428063943,16.59251767585443,Adventure,Animation,Children's,Comedy,Fantasy,
1699,Spaceballs (1987),899,3.2836484983314795,22.333022822870102,Comedy,Sci-Fi,,,,
1700,"Spanish Prisoner, The (1997)",493,3.9391480730223125,24.424723764687432,Drama,Thriller,,,,
1701,Spanking the Monkey (1994),175,3.4457142857142857,17.796376813005025,Comedy,Drama,,,,
1702,Spartacus (1960),426,4.018779342723005,24.331455776556723,Drama,,,,,
1703,Spawn (1997),475,2.6210526315789475,16.154372486364483,Action,Adventure,Sci-Fi,Thriller,,
1704,"Specialist, The (1994)",153,2.65359477124183,13.348743765263587,Action,,,,,
1705,Species (1995),550,2.8236363636363637,17.816914701974145,Horror,Sci-Fi,,,,
1706,Species II (1998),198,2.0505050505050506,10.843618254858493,Horror,Sci-Fi,,,,
1707,Speechless (1994),140,2.892857142857143,14.2954655796912,Comedy,Romance,,,,
1708,Speed (1994),1650,3.5654545454545454,26.414778984873386,Action,Romance,Thriller,,,
1709,Speed 2: Cruise Control (1997),367,1.8719346049046321,11.05445119785692,Action,Romance,Thriller,,,
1710,Spellbound (1945),206,3.912621359223301,20.845962097302923,Mystery,Romance,Thriller,,,
1711,Sphere (1998),541,2.6635859519408505,16.763063180809205,Adventure,Sci-Fi,Thriller,,,
1712,Spice World (1997),190,1.8736842105263158,9.831266156258595,Comedy,Musical,,,,
1713,"Spitfire Grill, The (1996)",156,3.4358974358974357,17.350787306959948,Drama,,,,,
1714,Splash (1984),1163,3.4307824591573515,24.217063653094986,Comedy,Fantasy,Romance,,,
1715,Splendor in the Grass (1961),108,3.759259259259259,17.601345168633642,Drama,,,,,
1716,Spy Hard (1996),107,2.5700934579439254,12.009606817542283,Comedy,,,,,
1717,"Spy Who Loved Me, The (1977)",487,3.6057494866529773,22.313330185078083,Action,,,,,
1718,St. Elmo's Fire (1985),352,3.1107954545454546,18.24055720818158,Drama,Romance,,,,
1719,Stalag 17 (1953),394,4.228426395939087,25.270559936269947,Drama,War,,,,
1720,Stand and Deliver (1987),327,3.764525993883792,21.796455566894554,Drama,,,,,
1721,Stand by Me (1986),1785,4.0969187675070025,30.674342423409,Adventure,Comedy,Drama,,,
1722,Star Trek III: The Search for Spock (1984),927,3.353829557713053,22.913207805117846,Action,Adventure,Sci-Fi,,,
1723,Star Trek IV: The Voyage Home (1986),1126,3.6563055062166963,25.69076302967709,Action,Adventure,Sci-Fi,,,
1724,Star Trek V: The Final Frontier (1989),613,2.7487765089722673,17.64265076191275,Action,Adventure,Sci-Fi,,,
1725,Star Trek VI: The Undiscovered Country (1991),1001,3.4095904095904097,23.556024037765084,Action,Adventure,Sci-Fi,,,
1726,Star Trek: First Contact (1996),1310,3.7091603053435116,26.623545618543865,Action,Adventure,Sci-Fi,,,
1727,Star Trek: Generations (1994),990,3.3767676767676766,23.2919470958374,Action,Adventure,Sci-Fi,,,
1728,Star Trek: Insurrection (1998),807,3.34820322180917,22.410607870713015,Action,Sci-Fi,,,,
1729,Star Trek: The Motion Picture (1979),792,3.1363636363636362,20.933851637963425,Action,Adventure,Sci-Fi,,,
1730,Star Trek: The Wrath of Khan (1982),1448,3.880524861878453,28.242221575539826,Action,Adventure,Sci-Fi,,,
1731,Star Wars: Episode I - The Phantom Menace (1999),2250,3.409777777777778,26.319002275183394,Action,Adventure,Fantasy,Sci-Fi,,
1732,Star Wars: Episode IV - A New Hope (1977),2991,4.453694416583082,35.644533368107496,Action,Adventure,Fantasy,Sci-Fi,,
1733,Star Wars: Episode V - The Empire Strikes Back (1980),2990,4.292976588628763,34.35681470291453,Action,Adventure,Drama,Sci-Fi,War,
1734,Star Wars: Episode VI - Return of the Jedi (1983),2883,4.022892819979188,32.04872442567124,Action,Adventure,Romance,Sci-Fi,War,
1735,Stardust Memories (1980),121,3.28099173553719,15.7349491454703,Comedy,Drama,,,,
1736,Stargate (1994),1116,3.490143369175627,24.492102532935657,Action,Adventure,Sci-Fi,,,
1737,Starman (1984),865,3.461271676300578,23.407644096825486,Adventure,Drama,Romance,Sci-Fi,,
1738,Starship Troopers (1997),1163,3.1332760103181427,22.117037581924347,Action,Adventure,Sci-Fi,War,,
1739,Stealing Beauty (1996),103,3.378640776699029,15.65908434858168,Drama,,,,,
1740,Steamboat Willie (1940),197,3.3857868020304567,17.887801457199178,Animation,Children's,Comedy,Musical,,
1741,Steel Magnolias (1989),408,3.593137254901961,21.599308033520835,Drama,,,,,
1742,"Stepford Wives, The (1975)",300,3.3066666666666666,18.860507382863172,Sci-Fi,Thriller,,,,
1743,Stepmom (1998),146,3.136986301369863,15.633505703715192,Drama,,,,,
1744,Stigmata (1999),419,2.899761336515513,17.50838464846157,Thriller,,,,,
1745,"Sting, The (1973)",1049,4.320305052430887,30.050281888705452,Comedy,Crime,,,,
1746,Stir of Echoes (1999),487,3.6262833675564683,22.440399263580808,Thriller,,,,,
1747,Stop Making Sense (1984),239,4.2343096234309625,23.18904232031251,Documentary,,,,,
1748,Stop! Or My Mom Will Shoot (1992),179,1.782122905027933,9.244559061805592,Action,Comedy,,,,
1749,"Story of Us, The (1999)",280,2.817857142857143,15.878032131787636,Comedy,Drama,,,,
1750,"Straight Story, The (1999)",429,4.055944055944056,24.584930160687062,Drama,,,,,
1751,Strange Days (1995),605,3.2958677685950413,21.11078602531157,Action,Crime,Sci-Fi,,,
1752,Stranger Than Paradise (1984),124,3.8548387096774195,18.58140797063877,Comedy,,,,,
1753,Strangers on a Train (1951),482,4.304979253112033,26.595921237873434,Film-Noir,Thriller,,,,
1754,Street Fighter (1994),105,1.8571428571428572,8.643069221721115,Action,,,,,
1755,"Streetcar Named Desire, A (1951)",483,4.225672877846791,26.114728757981162,Drama,,,,,
1756,Strictly Ballroom (1992),676,3.951183431952663,25.74667412146562,Comedy,Romance,,,,
1757,Striking Distance (1993),129,2.643410852713178,12.846480851839768,Action,,,,,
1758,Stripes (1981),740,3.8391891891891894,25.364179971606934,Comedy,,,,,
1759,Striptease (1996),298,2.184563758389262,12.44566395877523,Comedy,Crime,,,,
1760,Stuart Little (1999),520,3.15,19.699560756462738,Children's,Comedy,,,,
1761,Stuart Saves His Family (1995),112,2.4375,11.501340998781792,Comedy,,,,,
1762,"Substitute, The (1996)",141,2.645390070921986,13.091400277383382,Action,,,,,
1763,Sudden Death (1995),102,2.656862745098039,12.287917964706248,Action,,,,,
1764,"Suddenly, Last Summer (1959)",102,3.8333333333333335,17.72906245092304,Drama,,,,,
1765,Suicide Kings (1997),213,3.4131455399061035,18.29887044352466,Crime,Drama,,,,
1766,Sullivan's Travels (1942),161,4.093167701863354,20.799040226861873,Comedy,,,,,
1767,Summer of Sam (1999),395,3.070886075949367,18.360477045126736,Drama,,,,,
1768,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),470,4.491489361702127,27.634933443660348,Film-Noir,,,,,
1769,Super Mario Bros. (1993),350,1.8742857142857143,10.979440426688997,Action,Adventure,Children's,Sci-Fi,,
1770,Supercop (1992),273,3.5128205128205128,19.705067588213833,Action,Thriller,,,,
1771,Supergirl (1984),182,2.021978021978022,10.522387147495937,Action,Adventure,Fantasy,,,
1772,Superman (1978),1222,3.536824877250409,25.140614706971945,Action,Adventure,Sci-Fi,,,
1773,Superman II (1980),846,3.1643026004728134,21.329042938139313,Action,Adventure,Sci-Fi,,,
1774,Superman III (1983),511,2.336594911937378,14.571869453430967,Action,Adventure,Sci-Fi,,,
1775,Superman IV: The Quest for Peace (1987),332,1.8885542168674698,10.963312125032042,Action,Adventure,Sci-Fi,,,
1776,Supernova (2000),161,2.1490683229813663,10.920285157047354,Adventure,Sci-Fi,,,,
1777,Superstar (1999),213,2.4460093896713615,13.113770978096763,Comedy,,,,,
1778,Surviving the Game (1994),124,2.879032258064516,13.877746120330631,Action,Adventure,Thriller,,,
1779,Suspicion (1941),167,4.0119760479041915,20.53326858873788,Mystery,Thriller,,,,
1780,Swamp Thing (1982),273,2.5347985347985347,14.218880887428542,Horror,Sci-Fi,,,,
1781,"Sweet Hereafter, The (1997)",381,4.044619422572178,24.036361777087258,Drama,,,,,
1782,Sweet and Lowdown (1999),288,3.701388888888889,20.960818999392078,Comedy,Drama,,,,
1783,Swimming with Sharks (1995),209,3.712918660287081,19.835652533610972,Comedy,Drama,,,,
1784,Swing Kids (1993),185,3.2972972972972974,17.21306515296096,Drama,War,,,,
1785,Swingers (1996),786,3.94147582697201,26.277649036826567,Comedy,Drama,,,,
1786,Swiss Family Robinson (1960),276,3.5869565217391304,20.160133540072383,Adventure,Children's,,,,
1787,"Sword in the Stone, The (1963)",293,3.6109215017064846,20.510657407303952,Animation,Children's,,,,
1788,Take the Money and Run (1969),252,4.051587301587301,22.40296467598874,Comedy,,,,,
1789,"Taking of Pelham One Two Three, The (1974)",276,3.800724637681159,21.361596043975688,Action,,,,,
1790,"Talented Mr. Ripley, The (1999)",1331,3.503380916604057,25.202221616210675,Drama,Mystery,Thriller,,,
1791,Tales From the Crypt Presents: Demon Knight (1995),144,3.111111111111111,15.461641376458669,Horror,,,,,
1792,Tales from the Crypt Presents: Bordello of Blood (1996),151,2.589403973509934,12.991764345659838,Horror,,,,,
1793,Tales from the Darkside: The Movie (1990),100,2.85,13.124735030066063,Horror,,,,,
1794,Tales from the Hood (1995),149,2.7315436241610738,13.668497627649677,Comedy,Horror,,,,
1795,"Taming of the Shrew, The (1967)",139,3.762589928057554,18.566401921060084,Comedy,,,,,
1796,Tampopo (1986),245,4.024489795918368,22.139757533049394,Comedy,,,,,
1797,Tank Girl (1995),358,2.6145251396648046,15.374801327572781,Action,Comedy,Musical,Sci-Fi,,
1798,"Tao of Steve, The (2000)",208,3.6971153846153846,19.7334941504342,Comedy,,,,,
1799,Tarzan (1999),442,3.665158371040724,22.32561540490016,Animation,Children's,,,,
1800,Taxi Driver (1976),1240,4.183870967741935,29.80115502000971,Drama,Thriller,,,,
1801,Tea with Mussolini (1999),122,3.5901639344262297,17.247223095025955,Comedy,,,,,
1802,Teaching Mrs. Tingle (1999),199,2.6331658291457285,13.938149387716752,Comedy,Thriller,,,,
1803,Teenage Mutant Ninja Turtles (1990),534,2.6779026217228465,16.818288482608764,Action,Children's,Fantasy,,,
1804,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),251,2.1274900398406373,11.755346093611045,Action,Children's,Fantasy,,,
1805,Teenage Mutant Ninja Turtles III (1993),188,1.9202127659574468,10.05508270522134,Action,Children's,Fantasy,,,
1806,Tender Mercies (1983),264,3.9053030303030303,21.775770929332772,Drama,,,,,
1807,Tequila Sunrise (1988),306,3.088235294117647,17.675777520735295,Action,Romance,Thriller,,,
1808,Terminal Velocity (1994),137,2.5474452554744524,12.533382066525661,Action,,,,,
1809,Terminator 2: Judgment Day (1991),2649,4.058512646281616,31.988942977411863,Action,Sci-Fi,Thriller,,,
1810,"Terminator, The (1984)",2098,4.152049571020019,31.757946759579514,Action,Sci-Fi,Thriller,,,
1811,Terms of Endearment (1983),530,3.607547169811321,22.629699691540136,Comedy,Drama,,,,
1812,"Texas Chainsaw Massacre 2, The (1986)",116,2.353448275862069,11.187328639414117,Horror,,,,,
1813,"Texas Chainsaw Massacre, The (1974)",247,3.222672064777328,17.754951886461015,Horror,,,,,
1814,That Darn Cat! (1965),123,3.252032520325203,15.649380017471275,Children's,Comedy,Mystery,,,
1815,That Thing You Do! (1996),528,3.481060606060606,21.82310410881081,Comedy,,,,,
1816,Thelma & Louise (1991),1417,3.6803105151729003,26.705427032453702,Action,Drama,,,,
1817,Them! (1954),280,3.4392857142857145,19.37965138518567,Sci-Fi,Thriller,War,,,
